machine_id,timestamp,sensor_1,sensor_2,sensor_3,sensor_4
M_001,2022-05-22,24.392,21.824,44.419,41.077
M_001,2022-05-23,25.568,20.643,46.699,41.426
M_001,2022-05-24,25.082,19.741,45.243,40.331
M_001,2022-05-25,26.621,17.652,44.041,41.641
M_001,2022-05-26,27.221,19.336,42.95,40.934
M_001,2022-05-27,25.083,20.263,44.704,40.133
M_001,2022-05-28,27.335,20.578,46.114,39.93
M_001,2022-05-29,25.888,21.626,44.608,41.985
M_001,2022-05-30,27.315,21.677,45.139,42.708
M_001,2022-05-31,26.959,22.62,46.13,43.141
M_001,2022-06-01,30.74,21.267,48.061,40.755
M_001,2022-06-02,26.501,21.543,45.904,44.027
M_001,2022-06-03,29.243,22.903,47.306,44.725
M_001,2022-06-04,30.109,22.153,47.416,44.45
M_001,2022-06-05,30.019,22.965,47.947,44.808
M_001,2022-06-06,29.011,23.191,48.316,44.829
M_001,2022-06-07,30.315,22.965,47.966,44.829
M_001,2022-06-08,30.64,23.09,48.563,45.323
M_001,2022-06-09,31.397,22.948,47.596,44.058
M_001,2022-06-10,27.923,25.562,46.854,44.021
M_001,2022-06-11,30.675,21.81,48.618,43.19
M_001,2022-06-12,30.307,21.094,45.809,43.759
M_001,2022-06-13,29.682,22.883,46.876,45.3
M_001,2022-06-14,30.479,23.2,46.204,43.15
M_001,2022-06-15,26.632,22.225,44.793,43.716
M_001,2022-06-16,29.522,22.438,45.549,43.287
M_001,2022-06-17,28.751,22.905,44.629,42.885
M_001,2022-06-18,26.622,21.791,45.666,39.655
M_001,2022-06-19,26.133,20.884,43.549,42.307
M_001,2022-06-20,24.723,19.653,46.091,40.608
M_001,2022-06-21,26.663,18.54,46.673,41.029
M_001,2022-06-22,26.109,20.397,45.124,39.739
M_001,2022-06-23,26.021,19.571,42.839,42.257
M_001,2022-06-24,25.773,20.571,44.807,41.034
M_001,2022-06-25,28.282,20.464,43.251,41.151
M_001,2022-06-26,27.064,21.301,43.979,42.738
M_001,2022-06-27,25.124,22.235,44.07,41.905
M_001,2022-06-28,28.325,21.585,46.58,43.124
M_001,2022-06-29,28.957,22.937,45.719,43.548
M_001,2022-06-30,26.572,22.244,47.419,43.476
M_001,2022-07-01,28.972,22.517,48.157,43.69
M_001,2022-07-02,28.47,24.026,46.033,44.681
M_001,2022-07-03,28.267,24.791,47.551,44.689
M_001,2022-07-04,30.044,21.906,47.484,45.92
M_001,2022-07-05,30.757,24.377,47.042,45.719
M_001,2022-07-06,30.785,24.323,49.797,44.632
M_001,2022-07-07,29.66,21.89,49.592,45.728
M_001,2022-07-08,28.5,22.628,47.812,46.22
M_001,2022-07-09,29.807,23.506,47.603,44.3
M_001,2022-07-10,28.015,22.946,47.381,45.876
M_001,2022-07-11,29.549,23.094,50.527,44.295
M_001,2022-07-12,30.583,25.241,46.349,44.734
M_001,2022-07-13,28.548,22.671,48.124,43.687
M_001,2022-07-14,28.184,22.716,46.809,42.751
M_001,2022-07-15,29.072,23.529,47.122,43.144
M_001,2022-07-16,27.167,21.373,48.732,44.054
M_001,2022-07-17,26.646,21.855,45.626,43.314
M_001,2022-07-18,27.68,22.424,44.788,42.485
M_001,2022-07-19,25.089,19.784,46.224,41.131
M_001,2022-07-20,25.763,20.799,45.801,40.787
M_001,2022-07-21,22.964,19.779,46.153,42.033
M_001,2022-07-22,27.694,19.443,43.233,42.077
M_001,2022-07-23,26.622,20.892,45.817,42.048
M_001,2022-07-24,26.886,21.4,45.486,42.583
M_001,2022-07-25,27.671,22.399,44.516,42.388
M_001,2022-07-26,26.55,20.291,44.733,42.66
M_001,2022-07-27,27.661,21.848,45.52,42.491
M_001,2022-07-28,28.435,20.332,46.144,42.951
M_001,2022-07-29,28.78,20.88,48.024,43.484
M_001,2022-07-30,28.721,22.257,47.495,43.746
M_001,2022-07-31,30.091,21.645,47.56,44.535
M_001,2022-08-01,29.105,23.091,47.431,44.71
M_001,2022-08-02,27.855,24.835,47.688,45.037
M_001,2022-08-03,30.355,23.666,48.359,43.197
M_001,2022-08-04,30.978,25.53,47.047,45.083
M_001,2022-08-05,29.198,24.454,49.579,46.659
M_001,2022-08-06,31.648,26.041,48.806,44.624
M_001,2022-08-07,30.424,25.376,47.813,47.443
M_001,2022-08-08,31.361,24.461,48.255,45.038
M_001,2022-08-09,30.379,24.28,49.758,45.206
M_001,2022-08-10,30.577,24.246,48.843,45.085
M_001,2022-08-11,30.48,24.699,48.735,45.624
M_001,2022-08-12,28.478,23.949,49.174,45.158
M_001,2022-08-13,28.006,23.191,47.914,43.523
M_001,2022-08-14,27.274,22.52,46.394,43.862
M_001,2022-08-15,26.637,22.997,46.096,44.468
M_001,2022-08-16,27.566,22.021,46.172,42.399
M_001,2022-08-17,29.965,21.201,47.018,41.643
M_001,2022-08-18,27.566,21.877,45.672,41.867
M_001,2022-08-19,26.696,20.76,47.864,42.181
M_001,2022-08-20,27.326,22.787,44.427,42.083
M_001,2022-08-21,26.457,20.844,45.05,41.239
M_001,2022-08-22,26.934,19.88,46.229,42.606
M_001,2022-08-23,26.344,20.596,45.615,41.283
M_001,2022-08-24,28.831,21.581,45.915,42.945
M_001,2022-08-25,26.697,22.57,45.893,43.471
M_001,2022-08-26,27.401,23.121,46.503,45.026
M_001,2022-08-27,27.604,22.382,45.444,42.688
M_001,2022-08-28,29.001,23.716,49.85,43.53
M_001,2022-08-29,27.877,23.768,46.185,44.619
M_001,2022-08-30,28.736,23.654,48.831,44.372
M_001,2022-08-31,30.58,24.725,46.286,43.99
M_001,2022-09-01,28.46,26.227,48.418,47.047
M_001,2022-09-02,28.711,23.976,49.647,45.768
M_001,2022-09-03,31.135,23.552,50.481,46.623
M_001,2022-09-04,31.185,24.302,49.61,45.736
M_001,2022-09-05,29.232,25.036,49.228,47.189
M_001,2022-09-06,28.66,25.334,48.241,46.458
M_001,2022-09-07,31.194,24.937,50.129,44.818
M_001,2022-09-08,31.769,24.157,47.608,45.633
M_001,2022-09-09,28.332,24.886,48.67,46.905
M_001,2022-09-10,30.777,22.941,47.792,45.893
M_001,2022-09-11,30.625,25.205,49.495,44.933
M_001,2022-09-12,29.755,24.895,47.591,45.016
M_001,2022-09-13,28.661,22.642,47.539,43.545
M_001,2022-09-14,28.454,21.754,46.897,44.277
M_001,2022-09-15,27.61,22.412,46.84,43.895
M_001,2022-09-16,27.715,23.138,44.25,46.03
M_001,2022-09-17,26.678,22.157,45.113,43.438
M_001,2022-09-18,27.592,20.869,46.891,42.396
M_001,2022-09-19,27.705,20.445,45.629,44.405
M_001,2022-09-20,28.045,21.594,45.136,42.394
M_001,2022-09-21,27.292,21.748,44.52,43.007
M_001,2022-09-22,26.104,23.028,44.924,42.734
M_001,2022-09-23,28.38,21.327,46.218,44.054
M_001,2022-09-24,28.197,22.192,44.45,41.943
M_001,2022-09-25,29.002,22.729,47.179,43.835
M_001,2022-09-26,29.619,22.272,46.952,42.545
M_001,2022-09-27,27.461,21.299,46.356,45.536
M_001,2022-09-28,27.614,23.067,46.376,43.81
M_001,2022-09-29,29.764,23.098,49.186,46.372
M_001,2022-09-30,27.755,23.525,48.565,46.374
M_001,2022-10-01,29.923,24.562,47.723,44.089
M_001,2022-10-02,32.146,23.08,51.531,46.67
M_001,2022-10-03,31.638,25.737,49.208,46.594
M_001,2022-10-04,30.951,25.897,49.608,45.434
M_001,2022-10-05,30.368,24.458,50.712,45.865
M_001,2022-10-06,29.338,25.851,51.267,47.268
M_001,2022-10-07,30.572,23.793,49.543,46.26
M_001,2022-10-08,30.048,25.772,51.366,46.484
M_001,2022-10-09,30.944,24.05,50.683,45.952
M_001,2022-10-10,29.905,24.752,49.459,45.868
M_001,2022-10-11,31.34,24.722,48.353,45.78
M_001,2022-10-12,30.248,22.656,49.4,44.692
M_001,2022-10-13,29.069,24.3,48.594,43.888
M_001,2022-10-14,29.743,22.584,49.262,43.357
M_001,2022-10-15,28.794,21.977,49.28,42.561
M_001,2022-10-16,28.729,21.674,46.353,43.902
M_001,2022-10-17,29.13,23.733,44.871,43.418
M_001,2022-10-18,29.131,20.191,46.489,42.914
M_001,2022-10-19,27.928,20.945,44.58,40.845
M_001,2022-10-20,28.415,22.747,46.244,42.149
M_001,2022-10-21,25.827,22.218,44.852,41.983
M_001,2022-10-22,26.963,21.556,45.293,42.827
M_001,2022-10-23,27.109,22.637,47.265,43.084
M_001,2022-10-24,28.451,24.311,45.319,42.0
M_001,2022-10-25,29.006,24.462,46.553,45.282
M_001,2022-10-26,28.782,22.209,46.197,44.559
M_001,2022-10-27,28.18,23.38,49.181,44.032
M_001,2022-10-28,30.837,22.512,47.491,43.36
M_001,2022-10-29,30.023,24.934,48.528,46.422
M_001,2022-10-30,29.611,24.789,48.335,45.966
M_001,2022-10-31,31.237,25.52,48.165,45.088
M_001,2022-11-01,30.352,25.022,49.646,47.009
M_001,2022-11-02,30.466,23.917,51.972,45.427
M_001,2022-11-03,32.332,25.731,50.25,46.739
M_001,2022-11-04,31.21,26.263,49.658,48.005
M_001,2022-11-05,32.175,26.41,49.602,46.614
M_001,2022-11-06,30.344,25.383,48.997,48.089
M_001,2022-11-07,31.424,25.748,49.651,46.815
M_001,2022-11-08,33.604,25.043,48.991,46.913
M_001,2022-11-09,28.315,25.109,48.971,45.092
M_001,2022-11-10,30.998,24.749,47.19,45.088
M_001,2022-11-11,27.216,24.602,48.89,44.556
M_001,2022-11-12,30.241,22.622,47.236,45.362
M_001,2022-11-13,28.608,23.438,47.235,44.13
M_001,2022-11-14,28.544,22.408,47.716,43.527
M_001,2022-11-15,28.576,22.036,45.529,44.717
M_001,2022-11-16,28.761,24.755,45.72,43.297
M_001,2022-11-17,27.899,23.221,46.023,42.101
M_001,2022-11-18,29.078,21.757,47.251,43.876
M_001,2022-11-19,27.765,21.825,45.905,43.024
M_001,2022-11-20,28.67,21.214,46.418,41.932
M_001,2022-11-21,26.911,22.079,44.448,45.21
M_001,2022-11-22,26.894,22.251,47.758,42.469
M_001,2022-11-23,26.042,22.104,45.972,41.313
M_001,2022-11-24,28.952,23.079,48.312,42.791
M_001,2022-11-25,27.442,22.839,47.455,45.207
M_001,2022-11-26,30.862,24.87,48.23,45.495
M_001,2022-11-27,29.238,24.251,47.19,45.186
M_001,2022-11-28,30.395,26.233,48.58,45.641
M_001,2022-11-29,30.953,24.465,48.416,47.259
M_001,2022-11-30,30.109,23.966,50.272,47.492
M_001,2022-12-01,30.961,25.181,50.197,45.949
M_001,2022-12-02,30.888,26.754,50.78,48.225
M_001,2022-12-03,30.599,25.554,50.636,46.171
M_001,2022-12-04,32.592,27.38,49.87,47.234
M_001,2022-12-05,33.418,27.966,51.211,47.8
M_001,2022-12-06,31.034,26.451,50.947,46.921
M_001,2022-12-07,31.135,24.652,48.494,45.026
M_001,2022-12-08,32.075,25.847,49.514,46.408
M_001,2022-12-09,31.407,25.236,48.358,47.354
M_001,2022-12-10,31.151,25.317,50.186,45.277
M_001,2022-12-11,31.674,24.525,49.852,46.439
M_001,2022-12-12,29.018,24.764,48.885,45.331
M_001,2022-12-13,29.558,23.771,48.968,45.475
M_001,2022-12-14,29.297,21.979,48.264,45.235
M_001,2022-12-15,31.217,24.196,45.52,44.239
M_001,2022-12-16,30.429,23.446,47.449,44.762
M_001,2022-12-17,27.762,23.066,46.636,43.609
M_001,2022-12-18,29.054,21.503,48.016,43.047
M_001,2022-12-19,28.411,20.954,47.373,44.841
M_001,2022-12-20,27.648,21.257,46.943,44.862
M_001,2022-12-21,26.812,21.359,46.31,42.685
M_001,2022-12-22,27.626,20.553,47.535,44.026
M_001,2022-12-23,27.002,24.362,48.884,43.194
M_001,2022-12-24,30.19,22.655,47.707,43.432
M_001,2022-12-25,31.612,23.306,48.026,43.954
M_001,2022-12-26,31.668,25.898,49.94,46.008
M_001,2022-12-27,29.61,25.267,48.73,46.791
M_001,2022-12-28,31.778,24.217,50.113,46.589
M_001,2022-12-29,28.298,26.077,49.143,45.43
M_001,2022-12-30,30.603,25.515,50.428,45.325
M_001,2022-12-31,31.958,26.549,52.133,45.936
M_001,2023-01-01,31.677,26.492,51.676,46.966
M_001,2023-01-02,33.407,24.475,49.457,47.801
M_001,2023-01-03,30.896,25.337,50.281,48.323
M_001,2023-01-04,30.423,26.693,51.854,47.368
M_001,2023-01-05,31.875,26.85,50.554,48.878
M_001,2023-01-06,30.974,26.238,50.794,46.951
M_001,2023-01-07,28.98,25.895,51.254,47.874
M_001,2023-01-08,31.908,24.659,50.45,46.224
M_001,2023-01-09,31.556,25.528,48.729,45.554
M_001,2023-01-10,31.172,24.8,48.479,45.138
M_001,2023-01-11,30.109,26.185,48.389,45.643
M_001,2023-01-12,30.11,23.082,46.748,44.226
M_001,2023-01-13,29.87,23.915,48.828,44.964
M_001,2023-01-14,29.163,22.873,48.66,43.598
M_001,2023-01-15,27.864,23.745,46.143,46.633
M_001,2023-01-16,28.82,23.292,46.434,43.669
M_001,2023-01-17,28.155,22.244,47.717,43.377
M_001,2023-01-18,29.524,25.374,46.714,43.903
M_001,2023-01-19,28.898,24.534,46.938,42.934
M_001,2023-01-20,27.351,22.764,46.672,45.872
M_001,2023-01-21,30.569,21.969,46.591,44.117
M_001,2023-01-22,30.454,23.318,46.912,44.242
M_001,2023-01-23,28.751,24.186,47.173,44.113
M_001,2023-01-24,30.916,23.189,46.81,45.093
M_001,2023-01-25,29.803,24.879,48.983,45.375
M_001,2023-01-26,30.53,24.059,49.177,46.716
M_001,2023-01-27,30.045,25.217,50.559,46.768
M_001,2023-01-28,32.738,25.064,48.1,46.873
M_001,2023-01-29,32.165,27.375,51.493,47.583
M_001,2023-01-30,32.89,26.137,49.408,47.487
M_001,2023-01-31,33.365,27.243,51.718,47.199
M_001,2023-02-01,32.299,27.252,50.52,47.293
M_001,2023-02-02,32.961,27.628,50.966,46.744
M_001,2023-02-03,31.939,27.083,51.369,48.16
M_001,2023-02-04,33.121,26.81,51.367,47.799
M_001,2023-02-05,33.59,28.078,49.755,47.431
M_001,2023-02-06,32.24,26.145,52.503,47.676
M_001,2023-02-07,31.103,26.71,50.682,47.457
M_001,2023-02-08,33.367,26.114,49.757,44.848
M_001,2023-02-09,31.007,26.683,49.584,44.177
M_001,2023-02-10,30.271,25.966,49.817,45.173
M_001,2023-02-11,29.8,24.158,48.205,43.58
M_001,2023-02-12,30.743,25.44,46.963,46.467
M_001,2023-02-13,29.526,25.058,48.169,45.009
M_001,2023-02-14,29.703,22.744,49.027,43.453
M_001,2023-02-15,28.694,23.825,47.089,45.118
M_001,2023-02-16,30.314,24.155,45.504,44.308
M_001,2023-02-17,29.892,21.75,48.089,44.775
M_001,2023-02-18,27.663,23.913,47.65,44.769
M_001,2023-02-19,28.007,23.328,45.771,41.941
M_001,2023-02-20,29.296,24.46,47.911,44.336
M_001,2023-02-21,29.226,22.675,47.694,45.079
M_001,2023-02-22,29.301,24.691,48.434,45.297
M_001,2023-02-23,30.998,23.787,49.272,44.968
M_001,2023-02-24,30.859,24.078,48.111,45.855
M_001,2023-02-25,29.062,24.855,47.843,46.97
M_001,2023-02-26,32.425,24.715,50.305,47.518
M_001,2023-02-27,32.687,26.203,51.021,46.379
M_001,2023-02-28,32.241,25.895,49.927,47.438
M_001,2023-03-01,32.828,27.848,51.248,48.367
M_001,2023-03-02,33.392,29.63,49.431,47.295
M_001,2023-03-03,34.394,26.772,52.308,48.395
M_001,2023-03-04,35.124,26.11,52.743,50.013
M_001,2023-03-05,32.017,28.018,50.568,48.305
M_001,2023-03-06,32.699,24.757,51.883,48.343
M_001,2023-03-07,34.277,27.613,53.591,48.149
M_001,2023-03-08,32.458,26.584,50.627,45.6
M_001,2023-03-09,32.045,24.401,51.219,46.269
M_001,2023-03-10,31.02,25.45,50.212,47.166
M_001,2023-03-11,32.613,25.156,50.511,49.504
M_001,2023-03-12,31.502,25.149,48.848,46.175
M_001,2023-03-13,29.835,25.194,49.327,43.803
M_001,2023-03-14,30.317,25.616,48.439,44.927
M_001,2023-03-15,28.607,22.331,49.319,45.048
M_001,2023-03-16,30.458,25.422,49.11,44.388
M_001,2023-03-17,29.597,23.042,47.246,45.039
M_001,2023-03-18,28.462,21.289,46.908,44.231
M_001,2023-03-19,30.74,22.932,48.233,44.295
M_001,2023-03-20,30.457,24.592,48.909,42.741
M_001,2023-03-21,29.536,24.293,48.214,45.211
M_001,2023-03-22,29.57,22.971,46.317,44.11
M_001,2023-03-23,32.447,23.488,46.312,45.746
M_001,2023-03-24,30.947,25.583,49.065,46.182
M_001,2023-03-25,32.306,23.925,48.024,44.616
M_001,2023-03-26,30.61,26.513,49.906,46.608
M_001,2023-03-27,29.484,24.814,47.97,47.719
M_001,2023-03-28,33.316,26.715,49.246,48.457
M_001,2023-03-29,31.887,25.13,49.678,46.954
M_001,2023-03-30,32.564,26.557,49.604,48.972
M_001,2023-03-31,32.686,26.327,52.45,46.898
M_001,2023-04-01,31.466,28.571,53.488,47.877
M_001,2023-04-02,33.23,26.334,51.784,48.045
M_001,2023-04-03,33.273,27.989,50.779,48.258
M_001,2023-04-04,31.583,27.236,51.796,48.86
M_001,2023-04-05,33.552,28.42,50.275,47.07
M_001,2023-04-06,33.683,25.319,51.839,47.218
M_001,2023-04-07,34.493,27.375,51.203,49.392
M_001,2023-04-08,31.558,25.952,49.862,47.0
M_001,2023-04-09,32.332,26.969,51.735,45.69
M_001,2023-04-10,31.713,24.981,50.182,49.463
M_001,2023-04-11,31.773,26.585,51.944,47.853
M_001,2023-04-12,30.629,24.006,49.549,45.754
M_001,2023-04-13,29.167,25.137,49.46,47.705
M_001,2023-04-14,29.979,24.825,48.178,46.459
M_001,2023-04-15,29.918,23.074,48.531,45.677
M_001,2023-04-16,30.064,25.059,46.863,44.21
M_001,2023-04-17,30.29,23.129,48.393,42.475
M_001,2023-04-18,32.291,23.51,49.271,44.483
M_001,2023-04-19,30.002,25.283,49.255,44.627
M_001,2023-04-20,29.551,24.894,50.521,45.122
M_001,2023-04-21,31.825,23.831,49.322,46.213
M_001,2023-04-22,29.715,23.583,49.773,44.838
M_001,2023-04-23,29.554,23.968,48.415,46.549
M_001,2023-04-24,31.337,25.742,49.746,45.472
M_001,2023-04-25,31.929,26.618,50.318,46.925
M_001,2023-04-26,30.892,26.075,49.341,46.879
M_001,2023-04-27,30.447,24.659,50.398,46.783
M_001,2023-04-28,32.603,26.566,51.029,48.349
M_001,2023-04-29,32.407,26.855,52.828,48.118
M_001,2023-04-30,33.014,27.48,51.534,47.728
M_001,2023-05-01,32.453,26.891,52.826,48.065
M_001,2023-05-02,33.478,28.537,51.856,49.51
M_001,2023-05-03,32.191,27.803,52.313,48.999
M_001,2023-05-04,32.09,29.15,51.391,49.322
M_001,2023-05-05,33.676,28.876,54.358,47.622
M_001,2023-05-06,32.861,27.903,50.907,49.536
M_001,2023-05-07,34.119,28.04,52.015,49.89
M_001,2023-05-08,31.822,27.247,50.741,49.111
M_001,2023-05-09,30.794,26.803,51.465,46.924
M_001,2023-05-10,31.615,26.461,51.699,46.453
M_001,2023-05-11,30.979,27.167,50.067,46.304
M_001,2023-05-12,32.162,25.149,50.963,46.014
M_001,2023-05-13,30.888,26.197,49.324,47.048
M_001,2023-05-14,30.632,26.883,50.768,44.613
M_001,2023-05-15,30.921,23.786,49.092,45.711
M_001,2023-05-16,29.109,25.427,48.87,45.124
M_001,2023-05-17,29.568,24.35,48.917,45.126
M_001,2023-05-18,27.099,24.152,46.992,44.966
M_001,2023-05-19,28.539,22.731,49.681,44.867
M_001,2023-05-20,29.645,24.729,48.174,47.39
M_001,2023-05-21,29.951,24.793,49.697,47.07
M_001,2023-05-22,29.74,24.268,50.258,46.536
M_001,2023-05-23,31.879,23.64,50.854,45.287
M_001,2023-05-24,31.37,25.234,48.802,45.01
M_001,2023-05-25,29.844,25.911,48.565,45.698
M_001,2023-05-26,31.797,23.581,51.297,44.85
M_001,2023-05-27,32.366,26.662,51.483,47.646
M_001,2023-05-28,34.87,27.273,52.408,47.373
M_001,2023-05-29,33.347,28.978,51.491,48.663
M_001,2023-05-30,34.53,27.011,49.89,49.049
M_001,2023-05-31,34.795,26.659,52.979,49.728
